"","studyid","intid","int_type","spp","year","species","phenofreq","short_site","terrestrial","phenovalue","newyear","yr1981"
"1697","HMK048",215,"predation","spp1",1989,"Parus_a ater","weekly","netherlands","terrestrial",33.4921,1989,8
"1698","HMK048",215,"predation","spp1",1990,"Parus_a ater","weekly","netherlands","terrestrial",27.5397,1990,9
"1699","HMK048",215,"predation","spp1",1992,"Parus_a ater","weekly","netherlands","terrestrial",34.2857,1992,11
"1700","HMK048",215,"predation","spp1",1996,"Parus_a ater","weekly","netherlands","terrestrial",44.2063,1996,15
"1701","HMK048",215,"predation","spp1",1997,"Parus_a ater","weekly","netherlands","terrestrial",30.7143,1997,16
"1702","HMK048",215,"predation","spp1",1998,"Parus_a ater","weekly","netherlands","terrestrial",33.8889,1998,17
"1703","HMK048",215,"predation","spp1",1999,"Parus_a ater","weekly","netherlands","terrestrial",34.6825,1999,18
"1704","HMK048",215,"predation","spp1",2000,"Parus_a ater","weekly","netherlands","terrestrial",27.5397,2000,19
"1705","HMK048",215,"predation","spp1",2001,"Parus_a ater","weekly","netherlands","terrestrial",41.8254,2001,20
"1706","HMK048",215,"predation","spp1",2002,"Parus_a ater","weekly","netherlands","terrestrial",33.4921,2002,21
"1707","HMK048",215,"predation","spp1",2003,"Parus_a ater","weekly","netherlands","terrestrial",35.0794,2003,22
"1708","HMK048",215,"predation","spp1",2004,"Parus_a ater","weekly","netherlands","terrestrial",35.4762,2004,23
"1709","HMK048",216,"predation","spp1",1985,"Parus2a caeruleus","weekly","netherlands","terrestrial",51.8275,1985,4
"1710","HMK048",216,"predation","spp1",1986,"Parus2a caeruleus","weekly","netherlands","terrestrial",58.0211,1986,5
"1711","HMK048",216,"predation","spp1",1987,"Parus2a caeruleus","weekly","netherlands","terrestrial",48.6836,1987,6
"1712","HMK048",216,"predation","spp1",1988,"Parus2a caeruleus","weekly","netherlands","terrestrial",49.0491,1988,7
"1713","HMK048",216,"predation","spp1",1989,"Parus2a caeruleus","weekly","netherlands","terrestrial",45.1485,1989,8
"1714","HMK048",216,"predation","spp1",1990,"Parus2a caeruleus","weekly","netherlands","terrestrial",38.9149,1990,9
"1715","HMK048",216,"predation","spp1",1992,"Parus2a caeruleus","weekly","netherlands","terrestrial",45.0885,1992,11
"1716","HMK048",216,"predation","spp1",1996,"Parus2a caeruleus","weekly","netherlands","terrestrial",49.6716,1996,15
"1717","HMK048",216,"predation","spp1",1997,"Parus2a caeruleus","weekly","netherlands","terrestrial",44.9943,1997,16
"1718","HMK048",216,"predation","spp1",1998,"Parus2a caeruleus","weekly","netherlands","terrestrial",44.9714,1998,17
"1719","HMK048",216,"predation","spp1",1999,"Parus2a caeruleus","weekly","netherlands","terrestrial",42.6214,1999,18
"1720","HMK048",216,"predation","spp1",2000,"Parus2a caeruleus","weekly","netherlands","terrestrial",41.0508,2000,19
"1721","HMK048",216,"predation","spp1",2001,"Parus2a caeruleus","weekly","netherlands","terrestrial",48.0183,2001,20
"1722","HMK048",216,"predation","spp1",2002,"Parus2a caeruleus","weekly","netherlands","terrestrial",42.9497,2002,21
"1723","HMK048",216,"predation","spp1",2003,"Parus2a caeruleus","weekly","netherlands","terrestrial",40.9909,2003,22
"1724","HMK048",216,"predation","spp1",2004,"Parus2a caeruleus","weekly","netherlands","terrestrial",41.7476,2004,23
"1940","HMK048",220,"predation","spp2",1985,"Parus2b caeruleus","weekly","netherlands","terrestrial",51.8275,1985,4
"1941","HMK048",220,"predation","spp2",1986,"Parus2b caeruleus","weekly","netherlands","terrestrial",58.0211,1986,5
"1942","HMK048",220,"predation","spp2",1987,"Parus2b caeruleus","weekly","netherlands","terrestrial",48.6836,1987,6
"1943","HMK048",220,"predation","spp2",1988,"Parus2b caeruleus","weekly","netherlands","terrestrial",49.0491,1988,7
"1944","HMK048",220,"predation","spp2",1989,"Parus2b caeruleus","weekly","netherlands","terrestrial",45.1485,1989,8
"1945","HMK048",220,"predation","spp2",1990,"Parus2b caeruleus","weekly","netherlands","terrestrial",38.9149,1990,9
"1946","HMK048",220,"predation","spp2",1992,"Parus2b caeruleus","weekly","netherlands","terrestrial",45.0885,1992,11
"1947","HMK048",220,"predation","spp2",1993,"Parus2b caeruleus","weekly","netherlands","terrestrial",44.6802,1993,12
"1948","HMK048",220,"predation","spp2",1994,"Parus2b caeruleus","weekly","netherlands","terrestrial",45.8252,1994,13
"1949","HMK048",220,"predation","spp2",1995,"Parus2b caeruleus","weekly","netherlands","terrestrial",46.9703,1995,14
"1950","HMK048",220,"predation","spp2",1996,"Parus2b caeruleus","weekly","netherlands","terrestrial",49.6716,1996,15
"1951","HMK048",220,"predation","spp2",1997,"Parus2b caeruleus","weekly","netherlands","terrestrial",44.9943,1997,16
"1952","HMK048",220,"predation","spp2",1998,"Parus2b caeruleus","weekly","netherlands","terrestrial",44.9714,1998,17
"1953","HMK048",220,"predation","spp2",1999,"Parus2b caeruleus","weekly","netherlands","terrestrial",42.6214,1999,18
"1954","HMK048",220,"predation","spp2",2000,"Parus2b caeruleus","weekly","netherlands","terrestrial",41.0508,2000,19
"1955","HMK048",220,"predation","spp2",2001,"Parus2b caeruleus","weekly","netherlands","terrestrial",48.0183,2001,20
"1956","HMK048",220,"predation","spp2",2002,"Parus2b caeruleus","weekly","netherlands","terrestrial",42.9497,2002,21
"1957","HMK048",220,"predation","spp2",2003,"Parus2b caeruleus","weekly","netherlands","terrestrial",40.9909,2003,22
"1958","HMK048",220,"predation","spp2",2004,"Parus2b caeruleus","weekly","netherlands","terrestrial",41.7476,2004,23
"1959","HMK048",220,"predation","spp2",2005,"Parus2b caeruleus","weekly","netherlands","terrestrial",38.2324,2005,24
"2286","HMK051",237,"herbivory","spp2",1998,"Parus3 caeruleus","weekly","finland","terrestrial",41.8417,1998,17
"2287","HMK051",237,"herbivory","spp2",1999,"Parus3 caeruleus","weekly","finland","terrestrial",39.7219,1999,18
"2288","HMK051",237,"herbivory","spp2",2000,"Parus3 caeruleus","weekly","finland","terrestrial",40.3183,2000,19
"2289","HMK051",237,"herbivory","spp2",2001,"Parus3 caeruleus","weekly","finland","terrestrial",41.2158,2001,20
"2290","HMK051",237,"herbivory","spp2",2002,"Parus3 caeruleus","weekly","finland","terrestrial",35.1743,2002,21
"2291","HMK051",237,"herbivory","spp2",2003,"Parus3 caeruleus","weekly","finland","terrestrial",44.2183,2003,22
"2292","HMK051",237,"herbivory","spp2",2004,"Parus3 caeruleus","weekly","finland","terrestrial",37.5726,2004,23
"2293","HMK051",237,"herbivory","spp2",2005,"Parus3 caeruleus","weekly","finland","terrestrial",40.2803,2005,24
"2294","HMK051",237,"herbivory","spp2",2006,"Parus3 caeruleus","weekly","finland","terrestrial",38.1613,2006,25
"2295","HMK051",237,"herbivory","spp2",2007,"Parus3 caeruleus","weekly","finland","terrestrial",40.5658,2007,26
"2296","HMK051",237,"herbivory","spp2",2008,"Parus3 caeruleus","weekly","finland","terrestrial",38.145,2008,27
"2297","HMK051",237,"herbivory","spp2",2009,"Parus3 caeruleus","weekly","finland","terrestrial",43.2673,2009,28
"2298","HMK051",237,"herbivory","spp2",2010,"Parus3 caeruleus","weekly","finland","terrestrial",45.3716,2010,29
"2299","HMK051",237,"herbivory","spp2",2011,"Parus3 caeruleus","weekly","finland","terrestrial",41.4407,2011,30
"1309","HMK038",199,"predation","spp1",1980,"Parus3 major","daily","czech","terrestrial",122.045,1980,-1
"1310","HMK038",199,"predation","spp1",1981,"Parus3 major","daily","czech","terrestrial",110.455,1981,0
"1311","HMK038",199,"predation","spp1",1982,"Parus3 major","daily","czech","terrestrial",123.636,1982,1
"1312","HMK038",199,"predation","spp1",1983,"Parus3 major","daily","czech","terrestrial",113.636,1983,2
"1313","HMK038",199,"predation","spp1",1984,"Parus3 major","daily","czech","terrestrial",122.727,1984,3
"1314","HMK038",199,"predation","spp1",1985,"Parus3 major","daily","czech","terrestrial",117.5,1985,4
"1315","HMK038",199,"predation","spp1",1986,"Parus3 major","daily","czech","terrestrial",117.273,1986,5
"1316","HMK038",199,"predation","spp1",1987,"Parus3 major","daily","czech","terrestrial",115.909,1987,6
"1317","HMK038",199,"predation","spp1",1988,"Parus3 major","daily","czech","terrestrial",119.318,1988,7
"1318","HMK038",199,"predation","spp1",1989,"Parus3 major","daily","czech","terrestrial",112.273,1989,8
"1319","HMK038",199,"predation","spp1",1990,"Parus3 major","daily","czech","terrestrial",107.5,1990,9
"1320","HMK038",199,"predation","spp1",1991,"Parus3 major","daily","czech","terrestrial",118.182,1991,10
"1321","HMK038",199,"predation","spp1",1992,"Parus3 major","daily","czech","terrestrial",113.182,1992,11
"1322","HMK038",199,"predation","spp1",1993,"Parus3 major","daily","czech","terrestrial",118.182,1993,12
"1323","HMK038",199,"predation","spp1",1994,"Parus3 major","daily","czech","terrestrial",112.727,1994,13
"1324","HMK038",199,"predation","spp1",1995,"Parus3 major","daily","czech","terrestrial",119.091,1995,14
"1325","HMK038",199,"predation","spp1",1996,"Parus3 major","daily","czech","terrestrial",116.818,1996,15
"1326","HMK038",199,"predation","spp1",1997,"Parus3 major","daily","czech","terrestrial",122.045,1997,16
"1327","HMK038",199,"predation","spp1",1998,"Parus3 major","daily","czech","terrestrial",116.136,1998,17
"1328","HMK038",199,"predation","spp1",1999,"Parus3 major","daily","czech","terrestrial",107.955,1999,18
"1329","HMK038",199,"predation","spp1",2000,"Parus3 major","daily","czech","terrestrial",111.591,2000,19
"1330","HMK038",199,"predation","spp1",2001,"Parus3 major","daily","czech","terrestrial",117.955,2001,20
"1331","HMK038",199,"predation","spp1",2002,"Parus3 major","daily","czech","terrestrial",114.545,2002,21
"1332","HMK038",199,"predation","spp1",2003,"Parus3 major","daily","czech","terrestrial",117.955,2003,22
"1333","HMK038",199,"predation","spp1",2004,"Parus3 major","daily","czech","terrestrial",111.136,2004,23
"1334","HMK038",199,"predation","spp1",2005,"Parus3 major","daily","czech","terrestrial",110.227,2005,24
"1960","HMK048",221,"predation","spp2",1985,"Parus4a major","weekly","netherlands","terrestrial",46.155,1985,4
"1961","HMK048",221,"predation","spp2",1986,"Parus4a major","weekly","netherlands","terrestrial",55.8982,1986,5
"1962","HMK048",221,"predation","spp2",1987,"Parus4a major","weekly","netherlands","terrestrial",45.3316,1987,6
"1963","HMK048",221,"predation","spp2",1988,"Parus4a major","weekly","netherlands","terrestrial",48.4397,1988,7
"1964","HMK048",221,"predation","spp2",1989,"Parus4a major","weekly","netherlands","terrestrial",44.9016,1989,8
"1965","HMK048",221,"predation","spp2",1990,"Parus4a major","weekly","netherlands","terrestrial",41.757,1990,9
"1966","HMK048",221,"predation","spp2",1992,"Parus4a major","weekly","netherlands","terrestrial",40.5486,1992,11
"1967","HMK048",221,"predation","spp2",1993,"Parus4a major","weekly","netherlands","terrestrial",45.9976,1993,12
"1968","HMK048",221,"predation","spp2",1994,"Parus4a major","weekly","netherlands","terrestrial",43.6314,1994,13
"1969","HMK048",221,"predation","spp2",1995,"Parus4a major","weekly","netherlands","terrestrial",48.302,1995,14
"1970","HMK048",221,"predation","spp2",1996,"Parus4a major","weekly","netherlands","terrestrial",48.2852,1996,15
"1971","HMK048",221,"predation","spp2",1997,"Parus4a major","weekly","netherlands","terrestrial",42.0127,1997,16
"1972","HMK048",221,"predation","spp2",1998,"Parus4a major","weekly","netherlands","terrestrial",43.5527,1998,17
"1973","HMK048",221,"predation","spp2",1999,"Parus4a major","weekly","netherlands","terrestrial",41.5799,1999,18
"1974","HMK048",221,"predation","spp2",2000,"Parus4a major","weekly","netherlands","terrestrial",38.8315,2000,19
"1975","HMK048",221,"predation","spp2",2001,"Parus4a major","weekly","netherlands","terrestrial",50.1371,2001,20
"1976","HMK048",221,"predation","spp2",2002,"Parus4a major","weekly","netherlands","terrestrial",43.8675,2002,21
"1977","HMK048",221,"predation","spp2",2003,"Parus4a major","weekly","netherlands","terrestrial",41.1134,2003,22
"1978","HMK048",221,"predation","spp2",2004,"Parus4a major","weekly","netherlands","terrestrial",41.4816,2004,23
"1979","HMK048",221,"predation","spp2",2005,"Parus4a major","weekly","netherlands","terrestrial",36.3894,2005,24
"1725","HMK048",217,"predation","spp1",1985,"Parus4b major","weekly","netherlands","terrestrial",46.155,1985,4
"1726","HMK048",217,"predation","spp1",1986,"Parus4b major","weekly","netherlands","terrestrial",55.8982,1986,5
"1727","HMK048",217,"predation","spp1",1987,"Parus4b major","weekly","netherlands","terrestrial",45.3316,1987,6
"1728","HMK048",217,"predation","spp1",1988,"Parus4b major","weekly","netherlands","terrestrial",48.4397,1988,7
"1729","HMK048",217,"predation","spp1",1989,"Parus4b major","weekly","netherlands","terrestrial",44.9016,1989,8
"1730","HMK048",217,"predation","spp1",1990,"Parus4b major","weekly","netherlands","terrestrial",41.757,1990,9
"1731","HMK048",217,"predation","spp1",1992,"Parus4b major","weekly","netherlands","terrestrial",40.5486,1992,11
"1732","HMK048",217,"predation","spp1",1996,"Parus4b major","weekly","netherlands","terrestrial",48.2852,1996,15
"1733","HMK048",217,"predation","spp1",1997,"Parus4b major","weekly","netherlands","terrestrial",42.0127,1997,16
"1734","HMK048",217,"predation","spp1",1998,"Parus4b major","weekly","netherlands","terrestrial",43.5527,1998,17
"1735","HMK048",217,"predation","spp1",1999,"Parus4b major","weekly","netherlands","terrestrial",41.5799,1999,18
"1736","HMK048",217,"predation","spp1",2000,"Parus4b major","weekly","netherlands","terrestrial",38.8315,2000,19
"1737","HMK048",217,"predation","spp1",2001,"Parus4b major","weekly","netherlands","terrestrial",50.1371,2001,20
"1738","HMK048",217,"predation","spp1",2002,"Parus4b major","weekly","netherlands","terrestrial",43.8675,2002,21
"1739","HMK048",217,"predation","spp1",2003,"Parus4b major","weekly","netherlands","terrestrial",41.1134,2003,22
"1740","HMK048",217,"predation","spp1",2004,"Parus4b major","weekly","netherlands","terrestrial",41.4816,2004,23
"2253","HMK051",236,"herbivory","spp2",1995,"Parus6 major","weekly","finland","terrestrial",55.4723,1995,14
"2254","HMK051",236,"herbivory","spp2",1996,"Parus6 major","weekly","finland","terrestrial",46.9047,1996,15
"2255","HMK051",236,"herbivory","spp2",1997,"Parus6 major","weekly","finland","terrestrial",59.4296,1997,16
"2256","HMK051",236,"herbivory","spp2",1998,"Parus6 major","weekly","finland","terrestrial",47.8076,1998,17
"2257","HMK051",236,"herbivory","spp2",1999,"Parus6 major","weekly","finland","terrestrial",47.1877,1999,18
"2258","HMK051",236,"herbivory","spp2",2000,"Parus6 major","weekly","finland","terrestrial",48.0969,2000,19
"2259","HMK051",236,"herbivory","spp2",2001,"Parus6 major","weekly","finland","terrestrial",43.8103,2001,20
"2260","HMK051",236,"herbivory","spp2",2002,"Parus6 major","weekly","finland","terrestrial",39.523,2002,21
"2261","HMK051",236,"herbivory","spp2",2003,"Parus6 major","weekly","finland","terrestrial",46.8514,2003,22
"2262","HMK051",236,"herbivory","spp2",2004,"Parus6 major","weekly","finland","terrestrial",40.4244,2004,23
"2263","HMK051",236,"herbivory","spp2",2005,"Parus6 major","weekly","finland","terrestrial",45.3074,2005,24
"2264","HMK051",236,"herbivory","spp2",2006,"Parus6 major","weekly","finland","terrestrial",40.4095,2006,25
"2265","HMK051",236,"herbivory","spp2",2007,"Parus6 major","weekly","finland","terrestrial",44.3762,2007,26
"2266","HMK051",236,"herbivory","spp2",2008,"Parus6 major","weekly","finland","terrestrial",41.3108,2008,27
"2267","HMK051",236,"herbivory","spp2",2009,"Parus6 major","weekly","finland","terrestrial",46.5003,2009,28
"2268","HMK051",236,"herbivory","spp2",2010,"Parus6 major","weekly","finland","terrestrial",46.7981,2010,29
"2269","HMK051",236,"herbivory","spp2",2011,"Parus6 major","weekly","finland","terrestrial",43.4278,2011,30
"2165","SET005",233,"predation","spp2",1983,"Phalacrocorax aristotelis","daily","northsea","aquatic",167.6403,1983,2
"2166","SET005",233,"predation","spp2",1984,"Phalacrocorax aristotelis","daily","northsea","aquatic",185.146,1984,3
"2167","SET005",233,"predation","spp2",1985,"Phalacrocorax aristotelis","daily","northsea","aquatic",211.44,1985,4
"2168","SET005",233,"predation","spp2",1986,"Phalacrocorax aristotelis","daily","northsea","aquatic",198.3641,1986,5
"2169","SET005",233,"predation","spp2",1987,"Phalacrocorax aristotelis","daily","northsea","aquatic",173.4949,1987,6
"2170","SET005",233,"predation","spp2",1988,"Phalacrocorax aristotelis","daily","northsea","aquatic",201.2084,1988,7
"2171","SET005",233,"predation","spp2",1989,"Phalacrocorax aristotelis","daily","northsea","aquatic",184.2241,1989,8
"2172","SET005",233,"predation","spp2",1990,"Phalacrocorax aristotelis","daily","northsea","aquatic",198.553,1990,9
"2173","SET005",233,"predation","spp2",1991,"Phalacrocorax aristotelis","daily","northsea","aquatic",194.867,1991,10
"2174","SET005",233,"predation","spp2",1992,"Phalacrocorax aristotelis","daily","northsea","aquatic",178.0927,1992,11
"2175","SET005",233,"predation","spp2",1993,"Phalacrocorax aristotelis","daily","northsea","aquatic",230.175,1993,12
"2176","SET005",233,"predation","spp2",1994,"Phalacrocorax aristotelis","daily","northsea","aquatic",199.6049,1994,13
